yearStart;locationAbbr;locationDesc;data_value;sample_size;age_years;locationId
2013;AZ;Arizona;NULL;59;NULL;4
2013;AZ;Arizona;NULL;NULL;NULL;4
2013;AZ;Arizona;NULL;3910;NULL;4
2013;AZ;Arizona;214;408;35 - 44;4
2013;AZ;Arizona;NULL;1604;NULL;4
2013;AZ;Arizona;NULL;2306;NULL;4
2013;AZ;Arizona;NULL;347;NULL;4
2013;AZ;Arizona;NULL;1018;NULL;4
2013;AZ;Arizona;NULL;1199;NULL;4
2013;AZ;Arizona;NULL;1330;NULL;4
2013;AZ;Arizona;268;230;18 - 24;4
2013;AZ;Arizona;157;351;25 - 34;4
2013;AZ;Arizona;281;844;55 - 64;4
2013;AZ;Arizona;318;596;45 - 54;4
2014;AZ;Arizona;NULL;13849;NULL;4
2014;AZ;Arizona;NULL;5774;NULL;4
2014;AZ;Arizona;NULL;8075;NULL;4
2014;AZ;Arizona;NULL;1004;NULL;4
2014;AZ;Arizona;NULL;3230;NULL;4
2014;AZ;Arizona;NULL;198;NULL;4
2014;AZ;Arizona;NULL;4149;NULL;4
2014;AZ;Arizona;NULL;5423;NULL;4
2014;AZ;Arizona;166;440;18 - 24;4
2014;AZ;Arizona;291;853;25 - 34;4
2014;AZ;Arizona;333;1347;35 - 44;4
2014;AZ;Arizona;349;2001;45 - 54;4
2014;AZ;Arizona;335;2979;55 - 64;4
2014;AZ;Arizona;247;6229;65 or older;4
2014;AZ;Arizona;NULL;1291;NULL;4
2014;AZ;Arizona;NULL;2096;NULL;4
2014;AZ;Arizona;NULL;1355;NULL;4
2014;AZ;Arizona;NULL;1864;NULL;4
2014;AZ;Arizona;NULL;1938;NULL;4
2014;AZ;Arizona;NULL;3258;NULL;4
2014;AZ;Arizona;NULL;2047;NULL;4
2014;AZ;Arizona;NULL;10538;NULL;4
2014;AZ;Arizona;NULL;381;NULL;4
2014;AZ;Arizona;NULL;1814;NULL;4
2014;AZ;Arizona;NULL;NULL;NULL;4
2014;AZ;Arizona;NULL;319;NULL;4
2014;AZ;Arizona;NULL;161;NULL;4
2014;AZ;Arizona;NULL;133;NULL;4
2014;AZ;Arizona;NULL;13849;NULL;4
2014;AZ;Arizona;NULL;5774;NULL;4
2014;AZ;Arizona;NULL;8075;NULL;4
2014;AZ;Arizona;NULL;1004;NULL;4
2014;AZ;Arizona;NULL;3230;NULL;4
2014;AZ;Arizona;NULL;4149;NULL;4
2014;AZ;Arizona;NULL;5423;NULL;4
2014;AZ;Arizona;240;440;18 - 24;4
2014;AZ;Arizona;315;853;25 - 34;4
2014;AZ;Arizona;366;1347;35 - 44;4
2014;AZ;Arizona;364;2001;45 - 54;4
2014;AZ;Arizona;382;2979;55 - 64;4
2014;AZ;Arizona;401;6229;65 or older;4
2014;AZ;Arizona;NULL;8869;NULL;4
2014;AZ;Arizona;NULL;1291;NULL;4
2014;AZ;Arizona;NULL;2096;NULL;4
2014;AZ;Arizona;NULL;1355;NULL;4
2014;AZ;Arizona;NULL;1864;NULL;4
2014;AZ;Arizona;NULL;1938;NULL;4
2014;AZ;Arizona;NULL;3258;NULL;4
2014;AZ;Arizona;NULL;2047;NULL;4
2014;AZ;Arizona;NULL;10538;NULL;4
2014;AZ;Arizona;NULL;381;NULL;4
2014;AZ;Arizona;NULL;1814;NULL;4
2014;AZ;Arizona;NULL;198;NULL;4
2014;AZ;Arizona;NULL;NULL;NULL;4
2014;AZ;Arizona;NULL;319;NULL;4
2014;AZ;Arizona;NULL;161;NULL;4
2014;AZ;Arizona;NULL;133;NULL;4
2014;AZ;Arizona;NULL;14829;NULL;4
2014;AZ;Arizona;NULL;5960;NULL;4
2014;AZ;Arizona;NULL;1126;NULL;4
2014;AZ;Arizona;NULL;3451;NULL;4
2014;AZ;Arizona;NULL;4407;NULL;4
2014;AZ;Arizona;NULL;5695;NULL;4
2014;AZ;Arizona;168;482;18 - 24;4
2014;AZ;Arizona;174;933;25 - 34;4
2014;AZ;Arizona;190;1458;35 - 44;4
2014;AZ;Arizona;196;2161;45 - 54;4
2014;AZ;Arizona;256;3229;55 - 64;4
2014;AZ;Arizona;271;6566;65 or older;4
2014;AZ;Arizona;NULL;1367;NULL;4
2014;AZ;Arizona;NULL;2195;NULL;4
2014;AZ;Arizona;NULL;1408;NULL;4
2014;AZ;Arizona;NULL;1941;NULL;4
2014;AZ;Arizona;NULL;1998;NULL;4
2014;AZ;Arizona;NULL;3364;NULL;4
2014;AZ;Arizona;NULL;2556;NULL;4
2014;AZ;Arizona;NULL;11185;NULL;4
2014;AZ;Arizona;NULL;410;NULL;4
2014;AZ;Arizona;NULL;2003;NULL;4
2014;AZ;Arizona;NULL;221;NULL;4
2014;AZ;Arizona;NULL;NULL;NULL;4
2014;AZ;Arizona;NULL;333;NULL;4
2014;AZ;Arizona;NULL;169;NULL;4
2014;AZ;Arizona;NULL;149;NULL;4
2011;AR;Arkansas;NULL;4527;NULL;5
2011;AR;Arkansas;NULL;1681;NULL;5
2011;AR;Arkansas;NULL;2846;NULL;5
2011;AR;Arkansas;NULL;628;NULL;5
2011;AR;Arkansas;NULL;1645;NULL;5
2011;AR;Arkansas;NULL;1070;NULL;5
2011;AR;Arkansas;NULL;1175;NULL;5
2011;AR;Arkansas;230;136;18 - 24;5
2011;AR;Arkansas;293;295;25 - 34;5
2011;AR;Arkansas;329;430;35 - 44;5
2011;AR;Arkansas;364;742;45 - 54;5
2011;AR;Arkansas;261;1842;65 or older;5
2011;AR;Arkansas;NULL;701;NULL;5
2011;AR;Arkansas;NULL;860;NULL;5
2011;AR;Arkansas;NULL;524;NULL;5
2011;AR;Arkansas;NULL;564;NULL;5
2011;AR;Arkansas;NULL;528;NULL;5
2011;AR;Arkansas;NULL;718;NULL;5
2011;AR;Arkansas;NULL;632;NULL;5
2011;AR;Arkansas;NULL;3563;NULL;5
2011;AR;Arkansas;NULL;592;NULL;5
2011;AR;Arkansas;NULL;126;NULL;5
2011;AR;Arkansas;NULL;NULL;NULL;5
2013;AR;Arkansas;NULL;3043;NULL;5
2011;AR;Arkansas;NULL;NULL;NULL;5
2011;AR;Arkansas;NULL;58;NULL;5
2011;AR;Arkansas;NULL;80;NULL;5
2011;AR;Arkansas;NULL;NULL;NULL;5
2011;AR;Arkansas;NULL;4527;NULL;5
2011;AR;Arkansas;NULL;1681;NULL;5
2011;AR;Arkansas;NULL;2846;NULL;5
2011;AR;Arkansas;NULL;628;NULL;5
2011;AR;Arkansas;NULL;1645;NULL;5
2011;AR;Arkansas;NULL;1070;NULL;5
2011;AR;Arkansas;NULL;1175;NULL;5
2011;AR;Arkansas;273;136;18 - 24;5
2011;AR;Arkansas;282;295;25 - 34;5
2011;AR;Arkansas;344;428;35 - 44;5
2011;AR;Arkansas;350;739;45 - 54;5
2011;AR;Arkansas;383;1050;55 - 64;5
2011;AR;Arkansas;394;1842;65 or older;5
2011;AR;Arkansas;NULL;701;NULL;5
2011;AR;Arkansas;NULL;860;NULL;5
2011;AR;Arkansas;NULL;524;NULL;5
2011;AR;Arkansas;NULL;564;NULL;5
2011;AR;Arkansas;NULL;528;NULL;5
2011;AR;Arkansas;NULL;718;NULL;5
2011;AR;Arkansas;NULL;632;NULL;5
2011;AR;Arkansas;NULL;3563;NULL;5
2011;AR;Arkansas;NULL;592;NULL;5
2011;AR;Arkansas;NULL;126;NULL;5
2011;AR;Arkansas;NULL;NULL;NULL;5
2011;AR;Arkansas;NULL;NULL;NULL;5
2011;AR;Arkansas;NULL;58;NULL;5
2011;AR;Arkansas;NULL;80;NULL;5
2011;AR;Arkansas;NULL;NULL;NULL;5
2011;AR;Arkansas;NULL;4391;NULL;5
2011;AR;Arkansas;NULL;77;NULL;5
2011;AR;Arkansas;360;1728;65 or older;5
2011;AR;Arkansas;NULL;531;NULL;5
2011;AR;Arkansas;NULL;128;NULL;5
2011;AR;Arkansas;NULL;1168;NULL;5
2011;AR;Arkansas;NULL;509;NULL;5
2011;AR;Arkansas;NULL;1056;NULL;5
2011;AR;Arkansas;NULL;555;NULL;5
2011;AR;Arkansas;NULL;706;NULL;5
2011;AR;Arkansas;NULL;2808;NULL;5
2011;AR;Arkansas;461;446;35 - 44;5
2011;AR;Arkansas;NULL;552;NULL;5
2011;AR;Arkansas;NULL;3469;NULL;5
2011;AR;Arkansas;497;1064;55 - 64;5
2011;AR;Arkansas;501;288;25 - 34;5
2011;AR;Arkansas;NULL;1583;NULL;5
2011;AR;Arkansas;NULL;53;NULL;5
2011;AR;Arkansas;508;132;18 - 24;5
2011;AR;Arkansas;NULL;1588;NULL;5
2011;AR;Arkansas;NULL;582;NULL;5
2011;AR;Arkansas;NULL;838;NULL;5
2011;AR;Arkansas;542;733;45 - 54;5
2011;AR;Arkansas;NULL;673;NULL;5
2011;AR;Arkansas;NULL;570;NULL;5
2011;AR;Arkansas;NULL;NULL;NULL;5
2011;AR;Arkansas;NULL;NULL;NULL;5
2011;AR;Arkansas;NULL;NULL;NULL;5
2011;AR;Arkansas;NULL;4284;NULL;5
2011;AR;Arkansas;NULL;1547;NULL;5
2011;AR;Arkansas;NULL;2737;NULL;5
2011;AR;Arkansas;NULL;541;NULL;5
2011;AR;Arkansas;NULL;1542;NULL;5
2011;AR;Arkansas;NULL;1033;NULL;5
2011;AR;Arkansas;NULL;1160;NULL;5
2011;AR;Arkansas;395;129;18 - 24;5
2011;AR;Arkansas;307;287;25 - 34;5
2011;AR;Arkansas;256;436;35 - 44;5
2011;AR;Arkansas;296;735;45 - 54;5
2011;AR;Arkansas;259;1055;55 - 64;5
2011;AR;Arkansas;235;1642;65 or older;5
2011;AR;Arkansas;NULL;656;NULL;5
2011;AR;Arkansas;NULL;809;NULL;5
2011;AR;Arkansas;NULL;497;NULL;5
2011;AR;Arkansas;NULL;546;NULL;5
2011;AR;Arkansas;NULL;522;NULL;5
2011;AR;Arkansas;NULL;703;NULL;5
2011;AR;Arkansas;NULL;551;NULL;5
2011;AR;Arkansas;NULL;3378;NULL;5
2011;AR;Arkansas;NULL;549;NULL;5
2011;AR;Arkansas;NULL;128;NULL;5
2011;AR;Arkansas;NULL;NULL;NULL;5
2011;AR;Arkansas;NULL;NULL;NULL;5
2011;AR;Arkansas;NULL;50;NULL;5
2011;AR;Arkansas;NULL;75;NULL;5
2011;AR;Arkansas;NULL;NULL;NULL;5
2011;AR;Arkansas;NULL;4268;NULL;5
2011;AR;Arkansas;NULL;1541;NULL;5
2011;AR;Arkansas;NULL;2727;NULL;5
2011;AR;Arkansas;NULL;558;NULL;5
2011;AR;Arkansas;NULL;1537;NULL;5
2011;AR;Arkansas;NULL;1008;NULL;5
2011;AR;Arkansas;NULL;1155;NULL;5
2011;AR;Arkansas;554;128;18 - 24;5
2011;AR;Arkansas;522;284;25 - 34;5
2011;AR;Arkansas;466;432;35 - 44;5
2011;AR;Arkansas;362;724;45 - 54;5
2011;AR;Arkansas;406;1012;55 - 64;5
2011;AR;Arkansas;456;1688;65 or older;5
2011;AR;Arkansas;NULL;648;NULL;5
2011;AR;Arkansas;NULL;802;NULL;5
2011;AR;Arkansas;NULL;490;NULL;5
2011;AR;Arkansas;NULL;546;NULL;5
2011;AR;Arkansas;NULL;519;NULL;5
2011;AR;Arkansas;NULL;698;NULL;5
2011;AR;Arkansas;NULL;565;NULL;5
2011;AR;Arkansas;NULL;3375;NULL;5
2011;AR;Arkansas;NULL;547;NULL;5
2011;AR;Arkansas;NULL;127;NULL;5
2011;AR;Arkansas;NULL;NULL;NULL;5
2011;AR;Arkansas;NULL;NULL;NULL;5
2011;AR;Arkansas;NULL;NULL;NULL;5
2011;AR;Arkansas;NULL;73;NULL;5
2011;AR;Arkansas;NULL;NULL;NULL;5
2011;AR;Arkansas;259;1002;55 - 64;5
2011;AR;Arkansas;NULL;4220;NULL;5
2011;AR;Arkansas;NULL;1521;NULL;5
2011;AR;Arkansas;NULL;554;NULL;5
2011;AR;Arkansas;NULL;2699;NULL;5
2011;AR;Arkansas;NULL;547;NULL;5
2011;AR;Arkansas;NULL;1518;NULL;5
2011;AR;Arkansas;NULL;1003;NULL;5
2011;AR;Arkansas;NULL;1142;NULL;5
2011;AR;Arkansas;304;126;18 - 24;5
2011;AR;Arkansas;230;282;25 - 34;5
2011;AR;Arkansas;156;428;35 - 44;5
2011;AR;Arkansas;127;720;45 - 54;5
2011;AR;Arkansas;99;1002;55 - 64;5
2011;AR;Arkansas;123;1662;65 or older;5
2011;AR;Arkansas;NULL;635;NULL;5
2011;AR;Arkansas;NULL;793;NULL;5
2011;AR;Arkansas;NULL;485;NULL;5
2011;AR;Arkansas;NULL;546;NULL;5
2011;AR;Arkansas;NULL;517;NULL;5
2011;AR;Arkansas;NULL;692;NULL;5
2011;AR;Arkansas;NULL;552;NULL;5
2011;AR;Arkansas;NULL;3344;NULL;5
2011;AR;Arkansas;NULL;537;NULL;5
2011;AR;Arkansas;NULL;123;NULL;5
2011;AR;Arkansas;NULL;NULL;NULL;5
2011;AR;Arkansas;NULL;NULL;NULL;5
2011;AR;Arkansas;214;719;45 - 54;5
2011;AR;Arkansas;NULL;NULL;NULL;5
2011;AR;Arkansas;NULL;645;NULL;5
2011;AR;Arkansas;NULL;72;NULL;5
2011;AR;Arkansas;NULL;NULL;NULL;5
2011;AR;Arkansas;NULL;4239;NULL;5
2011;AR;Arkansas;NULL;1531;NULL;5
2011;AR;Arkansas;NULL;2708;NULL;5
2011;AR;Arkansas;NULL;554;NULL;5
2011;AR;Arkansas;NULL;1526;NULL;5
2011;AR;Arkansas;NULL;1000;NULL;5
2011;AR;Arkansas;NULL;1150;NULL;5
2011;AR;Arkansas;348;125;18 - 24;5
2011;AR;Arkansas;275;282;25 - 34;5
2011;AR;Arkansas;269;431;35 - 44;5
2011;AR;Arkansas;NULL;528;NULL;5
2011;AR;Arkansas;324;1680;65 or older;5
2011;AR;Arkansas;NULL;795;NULL;5
2011;AR;Arkansas;NULL;485;NULL;5
2011;AR;Arkansas;NULL;545;NULL;5
2011;AR;Arkansas;NULL;517;NULL;5
2011;AR;Arkansas;NULL;696;NULL;5
2011;AR;Arkansas;NULL;556;NULL;5
2011;AR;Arkansas;NULL;3350;NULL;5
2011;AR;Arkansas;NULL;543;NULL;5
2011;AR;Arkansas;NULL;127;NULL;5
2011;AR;Arkansas;NULL;NULL;NULL;5
2011;AR;Arkansas;NULL;NULL;NULL;5
2011;AR;Arkansas;NULL;NULL;NULL;5
2011;AR;Arkansas;NULL;73;NULL;5
2011;AR;Arkansas;NULL;3481;NULL;5
2011;AR;Arkansas;NULL;NULL;NULL;5
2011;AR;Arkansas;NULL;4397;NULL;5
2011;AR;Arkansas;NULL;1050;NULL;5
2011;AR;Arkansas;NULL;1166;NULL;5
2011;AR;Arkansas;405;129;18 - 24;5
2011;AR;Arkansas;318;286;25 - 34;5
2011;AR;Arkansas;245;434;35 - 44;5
2011;AR;Arkansas;214;737;45 - 54;5
2011;AR;Arkansas;172;1060;55 - 64;5
2011;AR;Arkansas;177;1751;65 or older;5
2011;AR;Arkansas;NULL;673;NULL;5
2011;AR;Arkansas;NULL;831;NULL;5
2011;AR;Arkansas;NULL;507;NULL;5
2011;AR;Arkansas;NULL;555;NULL;5
2012;AR;Arkansas;372;1063;55 - 64;5
2011;AR;Arkansas;NULL;704;NULL;5
2011;AR;Arkansas;NULL;599;NULL;5
2011;AR;Arkansas;NULL;127;NULL;5
2011;AR;Arkansas;NULL;NULL;NULL;5
2011;AR;Arkansas;NULL;NULL;NULL;5
2011;AR;Arkansas;NULL;50;NULL;5
2011;AR;Arkansas;NULL;NULL;NULL;5
2011;AR;Arkansas;NULL;1589;NULL;5
2011;AR;Arkansas;NULL;2813;NULL;5
2011;AR;Arkansas;NULL;77;NULL;5
2011;AR;Arkansas;NULL;582;NULL;5
2011;AR;Arkansas;NULL;1584;NULL;5
2011;AR;Arkansas;NULL;4449;NULL;5
2011;AR;Arkansas;NULL;1606;NULL;5
2011;AR;Arkansas;NULL;2843;NULL;5
2011;AR;Arkansas;NULL;595;NULL;5
2011;AR;Arkansas;NULL;1610;NULL;5
2011;AR;Arkansas;NULL;1052;NULL;5
2011;AR;Arkansas;NULL;1181;NULL;5
2011;AR;Arkansas;168;132;18 - 24;5
2011;AR;Arkansas;291;439;35 - 44;5
2011;AR;Arkansas;371;739;45 - 54;5
2011;AR;Arkansas;367;1070;55 - 64;5
2011;AR;Arkansas;409;1780;65 or older;5
2011;AR;Arkansas;NULL;689;NULL;5
2011;AR;Arkansas;NULL;840;NULL;5
2011;AR;Arkansas;NULL;510;NULL;5
2011;AR;Arkansas;NULL;556;NULL;5
2011;AR;Arkansas;NULL;533;NULL;5
2011;AR;Arkansas;NULL;709;NULL;5
2011;AR;Arkansas;NULL;612;NULL;5
2011;AR;Arkansas;NULL;3508;NULL;5
2011;AR;Arkansas;NULL;568;NULL;5
2011;AR;Arkansas;NULL;132;NULL;5
2011;AR;Arkansas;NULL;NULL;NULL;5
2011;AR;Arkansas;NULL;NULL;NULL;5
2011;AR;Arkansas;NULL;51;NULL;5
2011;AR;Arkansas;NULL;78;NULL;5
2011;AR;Arkansas;NULL;NULL;NULL;5
2012;AR;Arkansas;NULL;4943;NULL;5
2012;AR;Arkansas;NULL;1937;NULL;5
2012;AR;Arkansas;NULL;3006;NULL;5
2012;AR;Arkansas;NULL;660;NULL;5
2012;AR;Arkansas;NULL;1775;NULL;5
2012;AR;Arkansas;NULL;1262;NULL;5
2012;AR;Arkansas;NULL;1235;NULL;5
2012;AR;Arkansas;271;209;18 - 24;5
2012;AR;Arkansas;337;449;25 - 34;5
2012;AR;Arkansas;434;481;35 - 44;5
2012;AR;Arkansas;404;823;45 - 54;5
2012;AR;Arkansas;259;1886;65 or older;5
2012;AR;Arkansas;NULL;773;NULL;5
2012;AR;Arkansas;NULL;907;NULL;5
2012;AR;Arkansas;NULL;507;NULL;5
2012;AR;Arkansas;NULL;631;NULL;5
2012;AR;Arkansas;NULL;611;NULL;5
2013;AR;Arkansas;296;211;18 - 24;5
2012;AR;Arkansas;NULL;734;NULL;5
2012;AR;Arkansas;NULL;780;NULL;5
2012;AR;Arkansas;NULL;3787;NULL;5
2012;AR;Arkansas;NULL;732;NULL;5
2012;AR;Arkansas;NULL;144;NULL;5
2012;AR;Arkansas;NULL;NULL;NULL;5
2012;AR;Arkansas;NULL;NULL;NULL;5
2012;AR;Arkansas;NULL;60;NULL;5
2012;AR;Arkansas;NULL;72;NULL;5
2012;AR;Arkansas;NULL;NULL;NULL;5
2012;AR;Arkansas;NULL;1937;NULL;5
2012;AR;Arkansas;NULL;3006;NULL;5
2012;AR;Arkansas;NULL;660;NULL;5
2012;AR;Arkansas;NULL;1775;NULL;5
2012;AR;Arkansas;NULL;1262;NULL;5
2012;AR;Arkansas;NULL;1235;NULL;5
2012;AR;Arkansas;286;209;18 - 24;5
2012;AR;Arkansas;335;449;25 - 34;5
2012;AR;Arkansas;318;481;35 - 44;5
2012;AR;Arkansas;306;823;45 - 54;5
2012;AR;Arkansas;400;1063;55 - 64;5
2012;AR;Arkansas;388;1886;65 or older;5
2012;AR;Arkansas;NULL;773;NULL;5
2012;AR;Arkansas;NULL;907;NULL;5
2012;AR;Arkansas;NULL;507;NULL;5
2012;AR;Arkansas;NULL;631;NULL;5
2012;AR;Arkansas;NULL;611;NULL;5
2012;AR;Arkansas;NULL;734;NULL;5
2012;AR;Arkansas;NULL;780;NULL;5
2012;AR;Arkansas;NULL;3787;NULL;5
2012;AR;Arkansas;NULL;732;NULL;5
2012;AR;Arkansas;NULL;144;NULL;5
2012;AR;Arkansas;NULL;NULL;NULL;5
2012;AR;Arkansas;NULL;NULL;NULL;5
2012;AR;Arkansas;NULL;60;NULL;5
2012;AR;Arkansas;NULL;72;NULL;5
2012;AR;Arkansas;NULL;NULL;NULL;5
2012;AR;Arkansas;NULL;4943;NULL;5
2012;AR;Arkansas;NULL;5174;NULL;5
2012;AR;Arkansas;NULL;1960;NULL;5
2012;AR;Arkansas;NULL;3214;NULL;5
2012;AR;Arkansas;NULL;687;NULL;5
2012;AR;Arkansas;NULL;1859;NULL;5
2012;AR;Arkansas;NULL;1324;NULL;5
2012;AR;Arkansas;NULL;1289;NULL;5
2012;AR;Arkansas;161;222;18 - 24;5
2012;AR;Arkansas;273;477;25 - 34;5
2012;AR;Arkansas;279;501;35 - 44;5
2012;AR;Arkansas;387;866;45 - 54;5
2012;AR;Arkansas;363;1105;55 - 64;5
2012;AR;Arkansas;382;1950;65 or older;5
2012;AR;Arkansas;NULL;802;NULL;5
2012;AR;Arkansas;NULL;941;NULL;5
2012;AR;Arkansas;NULL;527;NULL;5
2012;AR;Arkansas;NULL;653;NULL;5
2012;AR;Arkansas;NULL;626;NULL;5
2012;AR;Arkansas;NULL;752;NULL;5
2012;AR;Arkansas;NULL;873;NULL;5
2012;AR;Arkansas;NULL;3943;NULL;5
2012;AR;Arkansas;NULL;770;NULL;5
2012;AR;Arkansas;NULL;159;NULL;5
2012;AR;Arkansas;NULL;NULL;NULL;5
2012;AR;Arkansas;NULL;NULL;NULL;5
2012;AR;Arkansas;NULL;67;NULL;5
2012;AR;Arkansas;NULL;75;NULL;5
2012;AR;Arkansas;NULL;NULL;NULL;5
2013;AR;Arkansas;NULL;5023;NULL;5
2013;AR;Arkansas;NULL;599;NULL;5
2013;AR;Arkansas;NULL;1844;NULL;5
2013;AR;Arkansas;NULL;1246;NULL;5
2013;AR;Arkansas;NULL;1318;NULL;5
2013;AR;Arkansas;342;386;25 - 34;5
2013;AR;Arkansas;421;513;35 - 44;5
2013;AR;Arkansas;379;737;45 - 54;5
2013;AR;Arkansas;385;1183;55 - 64;5
2013;AR;Arkansas;264;1993;65 or older;5
2013;AR;Arkansas;NULL;733;NULL;5
2013;AR;Arkansas;NULL;989;NULL;5
2013;AR;Arkansas;NULL;512;NULL;5
2013;AR;Arkansas;NULL;632;NULL;5
2013;AR;Arkansas;NULL;561;NULL;5
2013;AR;Arkansas;NULL;785;NULL;5
2013;AR;Arkansas;NULL;811;NULL;5
2013;AR;Arkansas;NULL;3867;NULL;5
2013;AR;Arkansas;NULL;742;NULL;5
2013;AR;Arkansas;NULL;125;NULL;5
2013;AR;Arkansas;NULL;NULL;NULL;5
2013;AR;Arkansas;NULL;NULL;NULL;5
2013;AR;Arkansas;NULL;75;NULL;5
2013;AR;Arkansas;NULL;84;NULL;5
2013;AR;Arkansas;NULL;NULL;NULL;5
2013;AR;Arkansas;NULL;5023;NULL;5
2013;AR;Arkansas;NULL;1980;NULL;5
2013;AR;Arkansas;NULL;3043;NULL;5
2013;AR;Arkansas;NULL;599;NULL;5
2013;AR;Arkansas;NULL;1844;NULL;5
2013;AR;Arkansas;NULL;1246;NULL;5
2013;AR;Arkansas;NULL;1318;NULL;5
2013;AR;Arkansas;231;211;18 - 24;5
2013;AR;Arkansas;337;386;25 - 34;5
2013;AR;Arkansas;330;513;35 - 44;5
2013;AR;Arkansas;391;737;45 - 54;5
2013;AR;Arkansas;360;1183;55 - 64;5
2013;AR;Arkansas;421;1993;65 or older;5
2013;AR;Arkansas;NULL;733;NULL;5
2013;AR;Arkansas;NULL;989;NULL;5
2013;AR;Arkansas;NULL;512;NULL;5
2013;AR;Arkansas;NULL;632;NULL;5
2013;AR;Arkansas;NULL;561;NULL;5
2013;AR;Arkansas;NULL;785;NULL;5
2013;AR;Arkansas;NULL;811;NULL;5
2013;AR;Arkansas;NULL;3867;NULL;5
2013;AR;Arkansas;NULL;742;NULL;5
2013;AR;Arkansas;NULL;125;NULL;5
2013;AR;Arkansas;NULL;NULL;NULL;5
2013;AR;Arkansas;NULL;NULL;NULL;5
2013;AR;Arkansas;NULL;75;NULL;5
2013;AR;Arkansas;NULL;84;NULL;5
2013;AR;Arkansas;NULL;NULL;NULL;5
2013;AR;Arkansas;NULL;1815;NULL;5
2013;AR;Arkansas;NULL;2979;NULL;5
2013;AR;Arkansas;NULL;549;NULL;5
2013;AR;Arkansas;NULL;1744;NULL;5
2013;AR;Arkansas;NULL;1189;NULL;5
2013;AR;Arkansas;387;1876;65 or older;5
2013;AR;Arkansas;NULL;691;NULL;5
2013;AR;Arkansas;NULL;946;NULL;5
2013;AR;Arkansas;NULL;488;NULL;5
2013;AR;Arkansas;NULL;606;NULL;5
2013;AR;Arkansas;NULL;548;NULL;5
2013;AR;Arkansas;NULL;775;NULL;5
2013;AR;Arkansas;NULL;740;NULL;5
2013;AR;Arkansas;NULL;3721;NULL;5
2013;AR;Arkansas;NULL;679;NULL;5
2013;AR;Arkansas;NULL;123;NULL;5
2013;AR;Arkansas;NULL;NULL;NULL;5
2013;AR;Arkansas;NULL;NULL;NULL;5
2013;AR;Arkansas;NULL;69;NULL;5
2013;AR;Arkansas;NULL;85;NULL;5
2013;AR;Arkansas;NULL;NULL;NULL;5
2013;AR;Arkansas;527;380;25 - 34;5
2013;AR;Arkansas;492;501;35 - 44;5
2013;AR;Arkansas;589;711;45 - 54;5
2013;AR;Arkansas;510;1135;55 - 64;5
2013;AR;Arkansas;NULL;1295;NULL;5
2013;AR;Arkansas;567;191;18 - 24;5
2013;AR;Arkansas;NULL;4794;NULL;5
2013;AR;Arkansas;NULL;70;NULL;5
2013;AR;Arkansas;217;1796;65 or older;5
2013;AR;Arkansas;NULL;771;NULL;5
2013;AR;Arkansas;NULL;1166;NULL;5
2013;AR;Arkansas;NULL;81;NULL;5
2013;AR;Arkansas;NULL;701;NULL;5
2013;AR;Arkansas;NULL;676;NULL;5
2014;AR;Arkansas;239;158;18 - 24;5
2013;AR;Arkansas;NULL;1278;NULL;5
2013;AR;Arkansas;NULL;1682;NULL;5
2013;AR;Arkansas;NULL;NULL;NULL;5
2012;CA;California;NULL;5806;NULL;6
2013;AR;Arkansas;NULL;539;NULL;5
2013;AR;Arkansas;249;1113;55 - 64;5
2013;AR;Arkansas;NULL;NULL;NULL;5
2013;AR;Arkansas;NULL;592;NULL;5
2013;AR;Arkansas;NULL;530;NULL;5
2013;AR;Arkansas;290;702;45 - 54;5
2013;AR;Arkansas;NULL;4673;NULL;5
2013;AR;Arkansas;435;193;18 - 24;5
2013;AR;Arkansas;NULL;1779;NULL;5
2013;AR;Arkansas;NULL;NULL;NULL;5
2013;AR;Arkansas;NULL;3614;NULL;5
2013;AR;Arkansas;NULL;913;NULL;5
2013;AR;Arkansas;NULL;481;NULL;5
2013;AR;Arkansas;NULL;4871;NULL;5
2013;AR;Arkansas;286;377;25 - 34;5
2013;AR;Arkansas;247;492;35 - 44;5
2013;AR;Arkansas;NULL;2894;NULL;5
2013;AR;Arkansas;NULL;669;NULL;5
2013;AR;Arkansas;NULL;119;NULL;5
2013;AR;Arkansas;395;1094;55 - 64;5
2013;AR;Arkansas;451;1831;65 or older;5
2013;AR;Arkansas;NULL;663;NULL;5
2013;AR;Arkansas;NULL;542;NULL;5
2013;AR;Arkansas;NULL;1686;NULL;5
2013;AR;Arkansas;NULL;1159;NULL;5
2013;AR;Arkansas;NULL;1261;NULL;5
2013;AR;Arkansas;508;188;18 - 24;5
2013;AR;Arkansas;420;375;25 - 34;5
2013;AR;Arkansas;NULL;1777;NULL;5
2013;AR;Arkansas;NULL;2886;NULL;5
2013;AR;Arkansas;NULL;535;NULL;5
2013;AR;Arkansas;NULL;762;NULL;5
2013;AR;Arkansas;NULL;712;NULL;5
2013;AR;Arkansas;NULL;3619;NULL;5
2013;AR;Arkansas;NULL;658;NULL;5
2013;AR;Arkansas;NULL;119;NULL;5
2013;AR;Arkansas;NULL;NULL;NULL;5
2013;AR;Arkansas;NULL;NULL;NULL;5
2013;AR;Arkansas;NULL;70;NULL;5
2013;AR;Arkansas;NULL;77;NULL;5
2013;AR;Arkansas;NULL;NULL;NULL;5
